CATEGORIA;centro_costo;fecha; monto_presupuestado ;version_presupuesto
Activo Fijo;INM003;01-08-2025; 1.578.151 ;Forecast Q1
Administración;OPE001;01-01-2025; 2.960.703 ;Budget
Administración;TEC002;01-03-2025; 1.629.115 ;Forecast Q1
Personal;OPE001;01-01-2025; 4.765.081 ;Budget
Personal;OPE001;01-09-2025; 5.392.084 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 2.207.424 ;Budget
Activo Fijo;INM003;01-01-2025; 1.294.318 ;Forecast Q2
Administración;MKT002;01-05-2025; 1.785.312 ;Budget
Personal;TEC001;01-12-2025; 4.450.886 ;Forecast Q2
Personal;MKT001;01-11-2025; 4.438.642 ;Forecast Q2
Personal;INM003;01-12-2025; 4.210.967 ;Budget
Activo Fijo;INM003;01-11-2025; 648.759 ;Budget
Activo Fijo;MKT002;01-07-2025; 898.839 ;Forecast Q1
Administración;TEC001;01-04-2025; 2.350.565 ;Forecast Q1
Administración;MKT002;01-09-2025; 1.301.242 ;Forecast Q2
Administración;TEC002;01-02-2025; 1.439.289 ;Forecast Q1
Administración;TEC002;01-01-2025; 1.473.652 ;Budget
Personal;INM003;01-07-2025; 3.748.528 ;Forecast Q1
Administración;TEC001;01-02-2025; 2.135.779 ;Forecast Q2
Personal;MKT001;01-09-2025; 3.804.846 ;Forecast Q2
Activo Fijo;TEC002;01-05-2025; 616.915 ;Forecast Q1
Administración;MKT002;01-06-2025; 1.750.164 ;Forecast Q1
Administración;TEC002;01-09-2025; 2.583.844 ;Forecast Q2
Administración;INM003;01-03-2025; 2.334.326 ;Forecast Q2
Personal;TEC002;01-09-2025; 3.600.076 ;Forecast Q2
Administración;TEC002;01-06-2025; 2.981.776 ;Forecast Q1
Administración;OPE001;01-02-2025; 1.438.867 ;Budget
Activo Fijo;OPE001;01-05-2025; 2.255.514 ;Budget
Personal;TEC001;01-04-2025; 5.318.010 ;Forecast Q1
Activo Fijo;OPE001;01-11-2025; 1.017.589 ;Budget
Activo Fijo;TEC001;01-06-2025; 1.993.691 ;Forecast Q2
Administración;OPE001;01-01-2025; 1.524.080 ;Forecast Q1
Activo Fijo;OPE001;01-12-2025; 852.346 ;Budget
Administración;OPE001;01-06-2025; 2.942.098 ;Budget
Personal;TEC002;01-10-2025; 4.260.902 ;Budget
Activo Fijo;MKT002;01-07-2025; 679.558 ;Budget
Activo Fijo;INM003;01-11-2025; 1.722.343 ;Forecast Q2
Administración;MKT001;01-10-2025; 1.546.506 ;Forecast Q2
Administración;TEC001;01-10-2025; 1.814.853 ;Forecast Q1
Personal;TEC002;01-02-2025; 3.859.559 ;Budget
Administración;OPE001;01-12-2025; 2.313.485 ;Forecast Q2
Personal;TEC001;01-07-2025; 3.186.419 ;Forecast Q2
Personal;MKT002;01-07-2025; 4.313.516 ;Budget
Personal;TEC002;01-04-2025; 3.795.982 ;Forecast Q1
Administración;MKT002;01-05-2025; 1.761.049 ;Forecast Q2
Activo Fijo;TEC001;01-10-2025; 2.479.153 ;Forecast Q2
Administración;INM003;01-03-2025; 1.789.275 ;Budget
Activo Fijo;INM003;01-01-2025; 2.398.026 ;Forecast Q2
Activo Fijo;MKT002;01-03-2025; 1.644.328 ;Budget
Personal;MKT002;01-04-2025; 3.743.236 ;Budget
Activo Fijo;MKT002;01-04-2025; 1.505.966 ;Budget
Activo Fijo;TEC002;01-05-2025; 1.705.411 ;Budget
Personal;MKT002;01-02-2025; 3.843.957 ;Forecast Q1
Administración;MKT002;01-03-2025; 2.173.675 ;Forecast Q1
Administración;INM003;01-11-2025; 1.863.016 ;Forecast Q1
Activo Fijo;OPE001;01-12-2025; 2.402.264 ;Forecast Q1
Activo Fijo;MKT002;01-11-2025; 1.145.579 ;Forecast Q1
Activo Fijo;TEC001;01-05-2025; 1.497.300 ;Forecast Q2
Administración;MKT001;01-07-2025; 1.093.805 ;Budget
Activo Fijo;INM003;01-08-2025; 577.577 ;Budget
Activo Fijo;MKT002;01-06-2025; 1.373.597 ;Budget
Administración;OPE001;01-06-2025; 1.665.509 ;Forecast Q1
Personal;TEC001;01-07-2025; 4.850.428 ;Budget
Personal;INM003;01-06-2025; 3.756.309 ;Budget
Activo Fijo;MKT001;01-05-2025; 1.397.148 ;Forecast Q1
Administración;MKT001;01-12-2025; 1.452.177 ;Budget
Activo Fijo;OPE001;01-01-2025; 2.172.689 ;Forecast Q2
Administración;MKT002;01-02-2025; 1.166.174 ;Forecast Q2
Personal;MKT001;01-09-2025; 5.450.710 ;Budget
Personal;MKT002;01-04-2025; 3.928.126 ;Budget
Activo Fijo;MKT001;01-02-2025; 1.507.339 ;Forecast Q1
Administración;TEC001;01-07-2025; 2.599.738 ;Budget
Activo Fijo;MKT001;01-03-2025; 1.913.760 ;Forecast Q2
Activo Fijo;TEC001;01-12-2025; 887.315 ;Budget
Administración;MKT002;01-09-2025; 2.880.727 ;Budget
Activo Fijo;INM003;01-01-2025; 1.496.170 ;Forecast Q2
Activo Fijo;MKT001;01-09-2025; 1.603.060 ;Forecast Q1
Activo Fijo;MKT001;01-08-2025; 1.401.180 ;Forecast Q2
Personal;OPE001;01-04-2025; 5.189.510 ;Forecast Q2
Administración;TEC002;01-03-2025; 2.596.981 ;Forecast Q1
Administración;OPE001;01-01-2025; 2.230.247 ;Budget
Personal;MKT002;01-07-2025; 4.186.766 ;Forecast Q2
Administración;TEC002;01-11-2025; 2.729.840 ;Forecast Q2
Personal;OPE001;01-09-2025; 4.937.113 ;Forecast Q2
Administración;MKT002;01-12-2025; 1.780.329 ;Budget
Administración;MKT002;01-09-2025; 1.822.014 ;Forecast Q2
Administración;OPE001;01-08-2025; 2.946.353 ;Forecast Q2
Personal;TEC001;01-04-2025; 3.396.848 ;Forecast Q2
Administración;MKT001;01-06-2025; 1.686.894 ;Forecast Q1
Personal;TEC001;01-10-2025; 4.441.595 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 2.167.011 ;Forecast Q2
Personal;MKT002;01-12-2025; 5.728.406 ;Budget
Personal;TEC001;01-08-2025; 3.040.868 ;Forecast Q2
Personal;TEC002;01-01-2025; 4.041.149 ;Forecast Q2
Administración;TEC002;01-11-2025; 2.042.064 ;Forecast Q2
Activo Fijo;TEC001;01-02-2025; 1.326.549 ;Forecast Q2
Activo Fijo;TEC001;01-01-2025; 881.347 ;Forecast Q1
Personal;TEC002;01-03-2025; 5.696.721 ;Forecast Q2
Administración;TEC001;01-09-2025; 2.289.325 ;Forecast Q2
Personal;TEC002;01-07-2025; 4.766.321 ;Forecast Q2
Activo Fijo;TEC001;01-07-2025; 2.007.874 ;Budget
Activo Fijo;MKT002;01-01-2025; 2.019.886 ;Budget
Personal;OPE001;01-08-2025; 5.709.026 ;Budget
Personal;MKT001;01-10-2025; 5.369.505 ;Forecast Q1
Activo Fijo;MKT001;01-06-2025; 824.900 ;Forecast Q2
Personal;INM003;01-02-2025; 5.177.275 ;Forecast Q2
Activo Fijo;MKT002;01-07-2025; 1.856.981 ;Forecast Q1
Activo Fijo;TEC001;01-07-2025; 2.160.203 ;Forecast Q2
Personal;MKT001;01-09-2025; 3.587.889 ;Forecast Q2
Administración;TEC001;01-12-2025; 2.368.273 ;Budget
Activo Fijo;TEC001;01-07-2025; 1.614.452 ;Budget
Administración;OPE001;01-12-2025; 1.846.284 ;Budget
Personal;TEC001;01-06-2025; 4.911.778 ;Forecast Q2
Activo Fijo;MKT001;01-08-2025; 1.203.590 ;Budget
Personal;TEC001;01-03-2025; 3.123.520 ;Budget
Personal;TEC001;01-08-2025; 4.631.573 ;Budget
Activo Fijo;MKT002;01-01-2025; 1.109.394 ;Forecast Q1
Activo Fijo;TEC002;01-08-2025; 2.407.408 ;Forecast Q2
Activo Fijo;MKT002;01-07-2025; 2.031.596 ;Budget
Activo Fijo;TEC002;01-12-2025; 1.526.233 ;Budget
Personal;INM003;01-02-2025; 4.768.850 ;Budget
Administración;TEC002;01-11-2025; 1.963.630 ;Forecast Q2
Administración;OPE001;01-06-2025; 2.533.680 ;Forecast Q2
Personal;TEC002;01-09-2025; 4.005.026 ;Forecast Q2
Personal;MKT002;01-07-2025; 4.721.561 ;Budget
Personal;TEC001;01-09-2025; 3.649.395 ;Forecast Q1
Activo Fijo;TEC001;01-05-2025; 1.684.248 ;Forecast Q1
Administración;INM003;01-02-2025; 2.977.002 ;Forecast Q2
Activo Fijo;MKT002;01-02-2025; 1.142.453 ;Budget
Activo Fijo;TEC002;01-02-2025; 2.358.553 ;Forecast Q2
Activo Fijo;MKT001;01-09-2025; 1.602.543 ;Budget
Activo Fijo;MKT001;01-12-2025; 1.871.612 ;Forecast Q1
Personal;TEC001;01-10-2025; 5.685.139 ;Forecast Q2
Personal;MKT002;01-08-2025; 5.702.428 ;Forecast Q2
Administración;MKT002;01-11-2025; 2.288.937 ;Forecast Q2
Activo Fijo;TEC001;01-02-2025; 1.203.634 ;Budget
Personal;MKT001;01-05-2025; 4.400.115 ;Budget
Personal;TEC001;01-12-2025; 5.149.566 ;Forecast Q2
Activo Fijo;TEC001;01-10-2025; 604.409 ;Forecast Q1
Personal;TEC001;01-05-2025; 4.901.226 ;Budget
Administración;MKT001;01-02-2025; 2.337.222 ;Budget
Personal;TEC002;01-11-2025; 3.041.500 ;Forecast Q2
Administración;OPE001;01-10-2025; 2.978.415 ;Forecast Q2
Administración;MKT001;01-11-2025; 2.146.028 ;Budget
Personal;TEC002;01-02-2025; 4.254.719 ;Forecast Q2
Administración;TEC002;01-01-2025; 1.802.107 ;Budget
Administración;MKT002;01-03-2025; 2.392.649 ;Forecast Q1
Activo Fijo;MKT002;01-07-2025; 1.993.008 ;Forecast Q2
Activo Fijo;MKT002;01-03-2025; 1.827.021 ;Budget
Personal;OPE001;01-04-2025; 4.891.668 ;Budget
Activo Fijo;MKT001;01-11-2025; 1.517.053 ;Forecast Q2
Activo Fijo;OPE001;01-01-2025; 945.790 ;Forecast Q2
Personal;MKT001;01-08-2025; 5.682.970 ;Forecast Q2
Personal;OPE001;01-12-2025; 3.328.894 ;Budget
Activo Fijo;INM003;01-10-2025; 532.954 ;Forecast Q1
Personal;MKT001;01-02-2025; 4.808.628 ;Budget
Administración;TEC001;01-06-2025; 1.254.975 ;Forecast Q2
Administración;MKT001;01-05-2025; 2.731.659 ;Forecast Q2
Activo Fijo;TEC002;01-05-2025; 1.632.767 ;Forecast Q2
Activo Fijo;MKT001;01-03-2025; 2.151.556 ;Budget
Activo Fijo;MKT001;01-01-2025; 1.373.453 ;Forecast Q1
Personal;MKT001;01-05-2025; 5.975.757 ;Forecast Q1
Personal;MKT002;01-05-2025; 3.202.964 ;Budget
Administración;MKT002;01-06-2025; 1.915.038 ;Forecast Q2
Personal;OPE001;01-09-2025; 5.285.356 ;Budget
Administración;OPE001;01-06-2025; 2.819.852 ;Forecast Q1
Administración;OPE001;01-05-2025; 1.813.741 ;Forecast Q1
Administración;MKT002;01-12-2025; 2.679.036 ;Forecast Q1
Personal;INM003;01-11-2025; 3.634.719 ;Forecast Q2
Personal;TEC001;01-03-2025; 4.428.790 ;Forecast Q2
Personal;OPE001;01-06-2025; 4.808.369 ;Forecast Q1
Administración;TEC001;01-11-2025; 2.658.401 ;Forecast Q1
Activo Fijo;TEC001;01-09-2025; 2.022.958 ;Forecast Q1
Personal;TEC001;01-08-2025; 5.424.586 ;Forecast Q1
Administración;MKT002;01-05-2025; 2.010.746 ;Budget
Activo Fijo;MKT001;01-05-2025; 1.446.691 ;Forecast Q2
Activo Fijo;INM003;01-08-2025; 2.102.346 ;Forecast Q2
Administración;OPE001;01-02-2025; 1.284.121 ;Budget
Personal;INM003;01-12-2025; 3.469.708 ;Forecast Q1
Activo Fijo;MKT002;01-02-2025; 2.113.241 ;Forecast Q2
Personal;OPE001;01-05-2025; 4.908.788 ;Budget
Activo Fijo;OPE001;01-02-2025; 2.237.271 ;Budget
Activo Fijo;MKT002;01-02-2025; 652.540 ;Forecast Q2
Activo Fijo;INM003;01-03-2025; 2.387.867 ;Budget
Activo Fijo;MKT002;01-06-2025; 2.106.529 ;Forecast Q1
Activo Fijo;INM003;01-10-2025; 917.092 ;Budget
Personal;OPE001;01-04-2025; 5.467.893 ;Forecast Q2
Administración;TEC001;01-08-2025; 1.102.502 ;Forecast Q1
Administración;TEC002;01-10-2025; 1.413.586 ;Forecast Q2
Activo Fijo;OPE001;01-11-2025; 765.129 ;Forecast Q1
Activo Fijo;MKT001;01-06-2025; 1.452.775 ;Budget
Activo Fijo;TEC002;01-09-2025; 1.695.243 ;Forecast Q2
Activo Fijo;MKT002;01-11-2025; 878.059 ;Forecast Q2
Personal;TEC002;01-06-2025; 5.526.044 ;Forecast Q1
Activo Fijo;MKT001;01-04-2025; 566.125 ;Budget
Administración;TEC002;01-11-2025; 1.278.235 ;Forecast Q2
Administración;MKT002;01-12-2025; 1.001.767 ;Forecast Q2
Activo Fijo;MKT002;01-02-2025; 1.019.907 ;Forecast Q2
Personal;INM003;01-02-2025; 5.254.213 ;Forecast Q1
Administración;INM003;01-08-2025; 1.042.047 ;Forecast Q2
Activo Fijo;MKT001;01-05-2025; 1.451.946 ;Budget
Personal;TEC002;01-04-2025; 4.516.346 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 1.438.909 ;Forecast Q1
Administración;MKT002;01-04-2025; 2.210.951 ;Forecast Q2
Administración;TEC001;01-10-2025; 2.557.657 ;Forecast Q2
Activo Fijo;INM003;01-12-2025; 2.119.312 ;Forecast Q2
Activo Fijo;MKT002;01-07-2025; 2.151.817 ;Forecast Q2
Personal;MKT002;01-01-2025; 5.708.081 ;Forecast Q2
Activo Fijo;INM003;01-02-2025; 1.156.022 ;Budget
Administración;TEC002;01-01-2025; 2.169.186 ;Budget
Administración;OPE001;01-05-2025; 1.217.472 ;Forecast Q1
Personal;MKT001;01-04-2025; 4.884.138 ;Budget
Administración;MKT002;01-06-2025; 2.034.725 ;Forecast Q2
Administración;MKT002;01-12-2025; 1.269.459 ;Forecast Q2
Activo Fijo;OPE001;01-08-2025; 1.770.322 ;Budget
Administración;INM003;01-03-2025; 1.769.838 ;Forecast Q2
Administración;INM003;01-06-2025; 2.741.377 ;Forecast Q2
Activo Fijo;TEC001;01-08-2025; 2.078.755 ;Forecast Q2
Personal;TEC002;01-09-2025; 5.899.333 ;Forecast Q2
Personal;OPE001;01-09-2025; 4.819.265 ;Forecast Q1
Personal;TEC001;01-03-2025; 3.286.125 ;Budget
Personal;MKT001;01-10-2025; 4.010.076 ;Forecast Q2
Administración;MKT001;01-06-2025; 1.171.878 ;Forecast Q1
Activo Fijo;MKT002;01-10-2025; 569.038 ;Forecast Q2
Activo Fijo;INM003;01-10-2025; 1.894.436 ;Forecast Q1
Personal;MKT002;01-05-2025; 4.153.316 ;Budget
Activo Fijo;TEC001;01-12-2025; 2.348.659 ;Forecast Q1
Activo Fijo;MKT002;01-06-2025; 1.370.699 ;Forecast Q1
Administración;MKT001;01-09-2025; 1.308.292 ;Budget
Administración;TEC002;01-02-2025; 2.831.470 ;Forecast Q2
Activo Fijo;MKT001;01-01-2025; 1.677.406 ;Budget
Administración;TEC001;01-07-2025; 2.313.090 ;Forecast Q2
Administración;TEC001;01-05-2025; 1.308.583 ;Forecast Q2
Administración;TEC001;01-04-2025; 1.533.941 ;Forecast Q2
Activo Fijo;INM003;01-06-2025; 2.156.821 ;Forecast Q1
Activo Fijo;MKT002;01-07-2025; 2.238.194 ;Forecast Q1
Administración;OPE001;01-03-2025; 2.783.636 ;Forecast Q1
Activo Fijo;OPE001;01-03-2025; 1.937.445 ;Forecast Q1
Administración;OPE001;01-06-2025; 2.020.097 ;Forecast Q1
Personal;INM003;01-03-2025; 5.873.462 ;Forecast Q2
Activo Fijo;MKT002;01-01-2025; 1.422.279 ;Forecast Q1
Personal;MKT001;01-03-2025; 4.524.601 ;Forecast Q2
Administración;OPE001;01-09-2025; 2.378.300 ;Forecast Q1
Personal;OPE001;01-04-2025; 3.512.902 ;Budget
Personal;MKT001;01-04-2025; 5.041.469 ;Forecast Q1
Activo Fijo;OPE001;01-03-2025; 687.516 ;Forecast Q1
Personal;MKT001;01-03-2025; 4.408.204 ;Forecast Q1
Administración;TEC001;01-04-2025; 2.629.020 ;Budget
Administración;INM003;01-03-2025; 2.287.003 ;Forecast Q1
Personal;OPE001;01-03-2025; 3.183.698 ;Budget
Administración;OPE001;01-04-2025; 1.592.515 ;Forecast Q1
Personal;TEC002;01-04-2025; 3.067.047 ;Forecast Q2
Activo Fijo;TEC002;01-04-2025; 1.038.525 ;Forecast Q1
Activo Fijo;TEC001;01-12-2025; 1.078.953 ;Forecast Q2
Personal;OPE001;01-11-2025; 4.636.299 ;Budget
Administración;MKT002;01-06-2025; 1.597.146 ;Forecast Q1
Administración;TEC002;01-02-2025; 2.413.925 ;Forecast Q2
Activo Fijo;INM003;01-04-2025; 1.811.822 ;Budget
Activo Fijo;TEC001;01-09-2025; 838.556 ;Forecast Q2
Personal;MKT002;01-11-2025; 3.803.270 ;Budget
Administración;MKT002;01-12-2025; 2.324.549 ;Forecast Q1
Activo Fijo;MKT001;01-07-2025; 921.030 ;Forecast Q1
Administración;MKT002;01-01-2025; 2.949.399 ;Forecast Q2
Activo Fijo;MKT001;01-03-2025; 1.904.039 ;Forecast Q2
Activo Fijo;INM003;01-02-2025; 1.992.012 ;Forecast Q2
Administración;MKT001;01-05-2025; 2.981.777 ;Budget
Personal;TEC001;01-12-2025; 5.541.007 ;Forecast Q2
Activo Fijo;OPE001;01-07-2025; 2.331.242 ;Forecast Q2
Personal;INM003;01-04-2025; 3.855.792 ;Budget
Administración;MKT001;01-06-2025; 2.073.681 ;Budget
Personal;TEC002;01-02-2025; 3.022.002 ;Forecast Q2
Activo Fijo;INM003;01-07-2025; 680.130 ;Budget
Personal;TEC002;01-09-2025; 3.113.175 ;Forecast Q2
Activo Fijo;TEC001;01-06-2025; 2.181.563 ;Forecast Q2
Administración;TEC002;01-12-2025; 2.407.078 ;Forecast Q1
Personal;TEC001;01-10-2025; 4.333.513 ;Forecast Q1
Administración;INM003;01-01-2025; 2.848.815 ;Budget
Activo Fijo;INM003;01-07-2025; 1.424.498 ;Budget
Administración;TEC002;01-03-2025; 1.905.893 ;Forecast Q1
Administración;MKT001;01-09-2025; 2.039.984 ;Forecast Q2
Personal;MKT002;01-11-2025; 5.205.169 ;Forecast Q2
Personal;MKT001;01-12-2025; 3.625.278 ;Budget
Personal;MKT001;01-12-2025; 4.956.526 ;Budget
Administración;TEC002;01-01-2025; 2.314.305 ;Budget
Administración;MKT002;01-05-2025; 1.290.423 ;Forecast Q1
Personal;OPE001;01-07-2025; 5.122.596 ;Forecast Q1
Administración;TEC002;01-11-2025; 2.832.776 ;Forecast Q1
Administración;MKT002;01-01-2025; 1.015.015 ;Budget
Personal;OPE001;01-02-2025; 4.219.656 ;Forecast Q1
Activo Fijo;TEC001;01-06-2025; 1.296.658 ;Budget
Personal;INM003;01-11-2025; 3.134.008 ;Forecast Q1
Personal;MKT002;01-12-2025; 3.499.734 ;Budget
Activo Fijo;OPE001;01-01-2025; 2.358.804 ;Forecast Q1
Personal;TEC002;01-09-2025; 3.954.072 ;Forecast Q2
Activo Fijo;MKT002;01-05-2025; 1.020.316 ;Budget
Administración;TEC001;01-05-2025; 1.263.265 ;Forecast Q2
Personal;TEC002;01-09-2025; 5.147.176 ;Forecast Q1
Personal;INM003;01-08-2025; 3.442.064 ;Budget
Personal;MKT001;01-06-2025; 4.505.895 ;Budget
Personal;MKT002;01-11-2025; 4.679.605 ;Forecast Q1
Activo Fijo;TEC001;01-01-2025; 2.470.526 ;Budget
Administración;MKT002;01-02-2025; 1.175.267 ;Budget
Administración;MKT002;01-01-2025; 2.550.409 ;Forecast Q1
Personal;MKT002;01-10-2025; 4.155.090 ;Forecast Q1
Activo Fijo;MKT001;01-03-2025; 1.247.826 ;Budget
Personal;TEC001;01-10-2025; 3.550.579 ;Forecast Q2
Administración;TEC002;01-10-2025; 1.840.218 ;Forecast Q2
Activo Fijo;TEC001;01-10-2025; 1.937.162 ;Budget
Activo Fijo;TEC002;01-03-2025; 603.442 ;Budget
Personal;MKT002;01-05-2025; 3.035.815 ;Budget
Personal;MKT001;01-05-2025; 5.912.724 ;Forecast Q2
Activo Fijo;OPE001;01-08-2025; 838.859 ;Forecast Q1
Personal;TEC001;01-11-2025; 4.106.042 ;Forecast Q1
Administración;INM003;01-06-2025; 1.041.894 ;Forecast Q1
Administración;MKT002;01-04-2025; 2.805.304 ;Forecast Q2
Administración;INM003;01-07-2025; 1.351.615 ;Budget
Administración;TEC002;01-02-2025; 1.350.870 ;Budget
Personal;TEC002;01-12-2025; 4.561.920 ;Budget
Administración;MKT001;01-04-2025; 2.773.007 ;Forecast Q2
Administración;TEC002;01-10-2025; 2.860.405 ;Budget
Personal;MKT002;01-10-2025; 4.057.217 ;Forecast Q1
Administración;MKT002;01-10-2025; 1.804.225 ;Forecast Q2
Administración;TEC001;01-06-2025; 1.170.078 ;Budget
Personal;OPE001;01-08-2025; 3.304.747 ;Forecast Q2
Activo Fijo;MKT002;01-04-2025; 1.547.929 ;Budget
Administración;TEC002;01-02-2025; 2.373.325 ;Forecast Q2
Administración;TEC001;01-04-2025; 2.336.526 ;Forecast Q2
Administración;OPE001;01-08-2025; 1.739.885 ;Budget
Activo Fijo;OPE001;01-09-2025; 968.415 ;Forecast Q2
Activo Fijo;TEC001;01-06-2025; 2.291.463 ;Forecast Q2
Administración;INM003;01-01-2025; 2.886.952 ;Budget
Personal;TEC002;01-02-2025; 3.345.264 ;Forecast Q2
Activo Fijo;TEC001;01-03-2025; 843.554 ;Forecast Q1
Activo Fijo;MKT001;01-12-2025; 1.027.265 ;Forecast Q2
Activo Fijo;TEC002;01-07-2025; 2.073.349 ;Budget
Activo Fijo;MKT002;01-10-2025; 1.875.042 ;Forecast Q2
Activo Fijo;TEC002;01-10-2025; 1.619.552 ;Forecast Q2
Personal;INM003;01-01-2025; 3.445.950 ;Budget
Personal;MKT002;01-08-2025; 3.677.092 ;Forecast Q2
Administración;MKT001;01-05-2025; 1.810.077 ;Forecast Q2
Personal;MKT001;01-01-2025; 4.270.391 ;Forecast Q1
Personal;OPE001;01-09-2025; 4.488.820 ;Forecast Q2
Activo Fijo;OPE001;01-03-2025; 657.608 ;Forecast Q1
Personal;OPE001;01-12-2025; 5.695.575 ;Budget
Personal;MKT001;01-11-2025; 3.904.092 ;Budget
Administración;MKT001;01-10-2025; 2.112.733 ;Forecast Q2
Administración;MKT002;01-06-2025; 1.044.867 ;Forecast Q2
Administración;TEC001;01-02-2025; 1.075.953 ;Forecast Q1
Personal;MKT001;01-06-2025; 4.123.027 ;Budget
Personal;TEC001;01-02-2025; 5.434.750 ;Forecast Q1
Administración;MKT002;01-01-2025; 2.546.575 ;Forecast Q2
Personal;MKT001;01-02-2025; 5.281.978 ;Forecast Q2
Administración;TEC001;01-08-2025; 1.822.068 ;Budget
Personal;OPE001;01-08-2025; 5.014.626 ;Forecast Q2
Personal;MKT002;01-02-2025; 3.952.444 ;Forecast Q1
Administración;OPE001;01-04-2025; 1.519.665 ;Forecast Q1
Activo Fijo;MKT001;01-10-2025; 1.482.217 ;Forecast Q1
Activo Fijo;OPE001;01-11-2025; 2.485.957 ;Budget
Activo Fijo;MKT001;01-08-2025; 563.234 ;Forecast Q2
Personal;OPE001;01-06-2025; 3.153.128 ;Budget
Administración;TEC001;01-01-2025; 2.360.778 ;Forecast Q2
Personal;INM003;01-02-2025; 3.613.059 ;Budget
Administración;TEC002;01-09-2025; 1.117.353 ;Budget
Personal;TEC001;01-07-2025; 3.803.584 ;Budget
Administración;MKT002;01-05-2025; 2.078.455 ;Forecast Q2
Activo Fijo;INM003;01-11-2025; 2.153.301 ;Budget
Administración;INM003;01-07-2025; 1.737.334 ;Forecast Q2
Personal;MKT002;01-07-2025; 5.135.635 ;Budget
Activo Fijo;MKT002;01-02-2025; 2.410.446 ;Forecast Q1
Administración;MKT001;01-03-2025; 1.838.439 ;Budget
Administración;OPE001;01-11-2025; 2.362.548 ;Forecast Q1
Administración;MKT002;01-03-2025; 1.971.544 ;Forecast Q1
Administración;TEC002;01-03-2025; 1.674.685 ;Budget
Administración;MKT002;01-09-2025; 2.414.527 ;Budget
Activo Fijo;INM003;01-12-2025; 668.314 ;Budget
Personal;MKT001;01-06-2025; 5.897.652 ;Forecast Q2
Activo Fijo;MKT001;01-04-2025; 520.681 ;Forecast Q1
Personal;MKT002;01-05-2025; 5.389.056 ;Forecast Q2
Activo Fijo;TEC001;01-05-2025; 2.203.207 ;Forecast Q1
Administración;TEC002;01-04-2025; 1.548.766 ;Budget
Activo Fijo;TEC002;01-08-2025; 2.076.734 ;Forecast Q2
Personal;INM003;01-06-2025; 4.098.293 ;Forecast Q2
Activo Fijo;MKT002;01-04-2025; 2.051.598 ;Budget
Personal;MKT002;01-09-2025; 3.718.224 ;Forecast Q2
Administración;MKT002;01-08-2025; 2.754.941 ;Budget
Administración;OPE001;01-08-2025; 2.623.223 ;Forecast Q1
Activo Fijo;INM003;01-09-2025; 1.666.081 ;Forecast Q1
Activo Fijo;TEC001;01-01-2025; 810.008 ;Forecast Q1
Administración;TEC002;01-01-2025; 1.332.082 ;Forecast Q2
Activo Fijo;MKT002;01-05-2025; 1.330.113 ;Forecast Q2
Activo Fijo;TEC001;01-12-2025; 2.473.660 ;Forecast Q1
Personal;TEC002;01-02-2025; 3.205.891 ;Forecast Q2
Administración;INM003;01-05-2025; 1.937.289 ;Budget
Personal;TEC002;01-07-2025; 3.404.652 ;Forecast Q2
Activo Fijo;TEC001;01-07-2025; 1.477.599 ;Forecast Q2
Administración;MKT002;01-04-2025; 2.768.917 ;Forecast Q1
Personal;INM003;01-06-2025; 5.739.539 ;Forecast Q2
Activo Fijo;OPE001;01-08-2025; 1.769.712 ;Forecast Q2
Personal;INM003;01-11-2025; 4.910.792 ;Forecast Q2
Personal;OPE001;01-12-2025; 3.792.875 ;Forecast Q2
Administración;OPE001;01-04-2025; 2.573.463 ;Forecast Q1
Administración;TEC002;01-11-2025; 2.649.384 ;Budget
Personal;MKT002;01-10-2025; 5.753.174 ;Budget
Activo Fijo;MKT002;01-08-2025; 1.403.822 ;Budget
Administración;TEC002;01-02-2025; 1.438.029 ;Forecast Q2
Personal;TEC001;01-12-2025; 3.369.955 ;Budget
Personal;TEC001;01-03-2025; 3.973.636 ;Forecast Q2
Personal;TEC001;01-08-2025; 4.219.736 ;Forecast Q2
Activo Fijo;INM003;01-05-2025; 1.287.356 ;Budget
Personal;TEC002;01-11-2025; 4.568.339 ;Budget
Personal;MKT002;01-09-2025; 3.414.798 ;Forecast Q1
Personal;MKT001;01-04-2025; 5.480.916 ;Budget
Activo Fijo;OPE001;01-08-2025; 1.046.128 ;Forecast Q1
Administración;TEC001;01-10-2025; 1.187.843 ;Forecast Q2
Administración;MKT002;01-10-2025; 1.987.095 ;Forecast Q2
Personal;TEC001;01-02-2025; 3.026.626 ;Budget
Administración;TEC002;01-08-2025; 2.005.150 ;Budget
Administración;TEC002;01-07-2025; 2.642.289 ;Forecast Q2
Activo Fijo;MKT001;01-12-2025; 1.487.378 ;Forecast Q2
Activo Fijo;OPE001;01-12-2025; 2.314.571 ;Forecast Q1
Personal;OPE001;01-10-2025; 5.691.631 ;Forecast Q1
Personal;TEC001;01-01-2025; 3.823.173 ;Budget
Personal;INM003;01-02-2025; 5.270.434 ;Forecast Q1
Administración;MKT002;01-09-2025; 1.649.997 ;Budget
Administración;OPE001;01-01-2025; 2.731.963 ;Forecast Q1
Activo Fijo;TEC002;01-05-2025; 1.824.329 ;Forecast Q1
Personal;MKT001;01-12-2025; 5.990.816 ;Forecast Q1
