id_gasto;fecha;centro_costo;categoria;subcategoria; monto 
3615;15-05-2025;OPE001;Personal;Bonos; 4.616.612 
3616;07-06-2025;MKT002;Personal;Sueldos; 1.413.298 
3617;24-04-2025;INM004;Activo Fijo;Infraestructura; 4.625.563 
3618;02-03-2025;INM003;Administración;Arriendos; 2.969.754 
3619;24-11-2025;INM004;Administración;Servicios; 969.688 
3620;12-11-2025;INM005;Personal;Sueldos; 2.360.038 
3621;28-05-2025;TEC003;Activo Fijo;Infraestructura; 182.043 
3622;28-11-2025;OPE002;Personal;Bonos; 4.184.902 
3623;03-10-2025;TEC002;Activo Fijo;Equipos; 1.881.089 
3624;25-01-2025;OPE002;Administración;Servicios; 1.370.724 
3625;27-02-2025;OPE004;Activo Fijo;Equipos; 1.044.599 
3626;11-11-2025;TEC002;Administración;Servicios; 2.338.401 
3627;21-11-2025;INM003;Personal;Bonos; 1.621.049 
3628;13-06-2025;OPE004;Administración;Arriendos; 3.063.629 
3629;28-10-2025;MKT003;Activo Fijo;Infraestructura; 3.110.906 
3630;22-10-2025;MKT005;Administración;Servicios; 4.738.767 
3631;07-09-2025;INM005;Administración;Arriendos; 1.362.039 
3632;21-12-2025;MKT003;Activo Fijo;Infraestructura; 847.891 
3633;15-04-2025;MKT001;Administración;Arriendos; 521.523 
3634;12-07-2025;INM002;Activo Fijo;Infraestructura; 1.206.661 
3635;04-01-2025;INM001;Activo Fijo;Equipos; 1.964.991 
3636;10-09-2025;OPE001;Administración;Arriendos; 2.820.938 
3637;02-05-2025;OPE004;Administración;Arriendos; 2.216.081 
3638;22-03-2025;TEC005;Personal;Sueldos; 1.433.349 
3639;26-05-2025;MKT001;Administración;Servicios; 1.669.383 
3640;20-04-2025;INM005;Personal;Bonos; 3.977.503 
3641;22-09-2025;INM003;Personal;Bonos; 809.607 
3642;07-06-2025;MKT002;Personal;Bonos; 3.970.623 
3643;04-07-2025;OPE003;Personal;Bonos; 1.538.920 
3644;11-10-2025;MKT004;Personal;Bonos; 2.144.847 
3645;02-05-2025;MKT004;Administración;Servicios; 3.222.804 
3646;07-06-2025;OPE003;Administración;Servicios; 659.926 
3647;05-11-2025;MKT004;Administración;Servicios; 1.296.956 
3648;09-05-2025;OPE001;Administración;Arriendos; 4.088.573 
3649;08-01-2025;INM001;Administración;Servicios; 2.635.221 
3650;14-12-2025;TEC005;Personal;Sueldos; 2.070.949 
3651;10-10-2025;INM005;Personal;Bonos; 4.764.767 
3652;11-10-2025;MKT001;Activo Fijo;Infraestructura; 609.858 
3653;15-05-2025;OPE002;Activo Fijo;Equipos; 4.780.256 
3654;12-12-2025;MKT002;Personal;Bonos; 4.102.683 
3655;06-11-2025;TEC005;Administración;Arriendos; 4.750.926 
3656;13-03-2025;OPE003;Administración;Servicios; 4.234.819 
3657;05-05-2025;TEC001;Administración;Servicios; 3.349.511 
3658;12-12-2025;MKT001;Administración;Arriendos; 1.474.117 
3659;28-04-2025;TEC002;Activo Fijo;Equipos; 3.423.706 
3660;19-11-2025;TEC003;Personal;Sueldos; 4.276.104 
3661;23-08-2025;MKT005;Administración;Arriendos; 2.288.984 
3662;27-05-2025;TEC004;Administración;Arriendos; 2.550.380 
3663;01-12-2025;OPE003;Administración;Arriendos; 3.256.616 
3664;09-12-2025;INM002;Personal;Sueldos; 2.301.434 
3665;20-12-2025;MKT003;Personal;Bonos; 2.795.542 
3666;02-11-2025;TEC005;Personal;Sueldos; 4.279.323 
3667;15-10-2025;OPE004;Personal;Sueldos; 4.604.465 
3668;24-03-2025;MKT003;Administración;Arriendos; 2.302.170 
3669;23-11-2025;INM002;Administración;Servicios; 4.209.161 
3670;15-12-2025;OPE005;Activo Fijo;Infraestructura; 4.407.636 
3671;07-10-2025;OPE003;Administración;Arriendos; 739.060 
3672;07-03-2025;TEC002;Personal;Bonos; 2.066.019 
3673;05-06-2025;INM004;Personal;Sueldos; 1.626.313 
3674;14-01-2025;OPE004;Personal;Bonos; 222.312 
3675;08-01-2025;INM004;Administración;Servicios; 4.679.970 
3676;11-09-2025;MKT002;Administración;Servicios; 4.794.353 
3677;02-11-2025;TEC002;Administración;Arriendos; 2.327.963 
3678;12-03-2025;INM004;Administración;Arriendos; 1.493.850 
3679;11-02-2025;INM002;Activo Fijo;Equipos; 4.265.323 
3680;09-06-2025;MKT003;Administración;Arriendos; 4.272.731 
3681;12-12-2025;MKT004;Activo Fijo;Equipos; 2.597.968 
3682;18-12-2025;MKT005;Personal;Sueldos; 4.631.257 
3683;19-11-2025;OPE001;Administración;Arriendos; 4.502.178 
3684;16-01-2025;MKT001;Personal;Sueldos; 3.245.917 
3685;01-08-2025;OPE001;Personal;Sueldos; 692.962 
3686;28-10-2025;MKT003;Administración;Servicios; 4.466.471 
3687;27-04-2025;MKT001;Personal;Sueldos; 1.822.445 
3688;16-10-2025;INM005;Personal;Sueldos; 1.568.989 
3689;24-06-2025;TEC002;Personal;Sueldos; 1.139.355 
3690;05-05-2025;OPE002;Administración;Servicios; 2.159.590 
3691;08-12-2025;TEC001;Personal;Sueldos; 4.159.281 
3692;25-04-2025;OPE003;Activo Fijo;Equipos; 2.009.844 
3693;08-04-2025;OPE002;Administración;Arriendos; 3.148.073 
3694;26-03-2025;OPE002;Administración;Arriendos; 1.105.103 
3695;10-04-2025;INM005;Activo Fijo;Infraestructura; 2.577.820 
3696;21-07-2025;TEC002;Activo Fijo;Equipos; 963.421 
3697;08-12-2025;TEC004;Personal;Sueldos; 4.767.303 
3698;08-03-2025;INM003;Administración;Arriendos; 2.675.311 
3699;18-09-2025;TEC003;Activo Fijo;Equipos; 448.447 
3700;07-12-2025;TEC001;Personal;Sueldos; 3.624.491 
3701;10-10-2025;OPE004;Activo Fijo;Equipos; 1.627.220 
3702;12-06-2025;INM005;Activo Fijo;Infraestructura; 758.528 
3703;16-07-2025;TEC004;Personal;Bonos; 3.525.341 
3704;17-09-2025;OPE004;Personal;Sueldos; 1.953.797 
3705;01-02-2025;OPE005;Administración;Servicios; 3.332.076 
3706;22-01-2025;OPE005;Administración;Arriendos; 4.347.827 
3707;05-05-2025;OPE002;Personal;Sueldos; 4.780.750 
3708;06-04-2025;MKT004;Personal;Sueldos; 3.296.346 
3709;14-06-2025;INM002;Personal;Bonos; 293.075 
3710;23-03-2025;INM003;Personal;Sueldos; 1.138.986 
3711;27-01-2025;OPE004;Activo Fijo;Equipos; 3.787.240 
3712;13-03-2025;TEC003;Administración;Arriendos; 2.275.379 
3713;24-05-2025;MKT005;Personal;Bonos; 3.560.587 
3714;19-11-2025;MKT003;Activo Fijo;Infraestructura; 1.995.621 
3715;24-08-2025;TEC002;Personal;Sueldos; 3.373.810 
3716;07-12-2025;OPE001;Activo Fijo;Equipos; 1.520.853 
3717;13-05-2025;OPE002;Personal;Sueldos; 55.187 
3718;23-11-2025;TEC005;Personal;Sueldos; 231.507 
3719;17-01-2025;MKT005;Personal;Bonos; 56.289 
3720;28-04-2025;INM002;Activo Fijo;Equipos; 545.754 
3721;28-02-2025;MKT004;Activo Fijo;Infraestructura; 4.122.020 
3722;15-12-2025;MKT004;Personal;Sueldos; 2.184.780 
3723;01-06-2025;MKT004;Activo Fijo;Infraestructura; 3.697.441 
3724;28-05-2025;INM004;Personal;Sueldos; 4.554.012 
3725;03-05-2025;OPE002;Administración;Servicios; 2.755.188 
3726;12-08-2025;OPE003;Personal;Bonos; 2.992.128 
3727;28-08-2025;TEC005;Personal;Sueldos; 1.577.773 
3728;16-04-2025;TEC002;Administración;Arriendos; 4.555.240 
3729;25-09-2025;TEC003;Activo Fijo;Equipos; 3.299.279 
3730;14-08-2025;MKT005;Activo Fijo;Infraestructura; 2.724.688 
3731;04-07-2025;TEC004;Personal;Bonos; 2.390.416 
3732;27-11-2025;MKT001;Administración;Servicios; 1.101.040 
3733;21-10-2025;INM005;Personal;Sueldos; 3.513.816 
3734;10-03-2025;INM002;Administración;Servicios; 768.804 
3735;24-06-2025;OPE001;Personal;Sueldos; 4.027.579 
3736;07-07-2025;INM005;Administración;Arriendos; 819.521 
3737;17-08-2025;MKT001;Personal;Bonos; 2.982.161 
3738;16-03-2025;TEC005;Administración;Servicios; 4.066.529 
3739;13-08-2025;INM001;Administración;Servicios; 3.760.662 
3740;16-04-2025;TEC003;Personal;Bonos; 4.252.208 
3741;20-01-2025;INM004;Personal;Bonos; 320.850 
3742;21-08-2025;INM001;Administración;Servicios; 3.075.618 
3743;01-08-2025;OPE004;Administración;Arriendos; 1.838.462 
3744;07-10-2025;OPE001;Activo Fijo;Infraestructura; 4.313.185 
3745;15-04-2025;OPE005;Administración;Arriendos; 2.515.875 
3746;12-12-2025;OPE001;Activo Fijo;Infraestructura; 2.747.632 
3747;07-06-2025;OPE005;Personal;Bonos; 2.059.598 
3748;26-12-2025;OPE005;Personal;Sueldos; 3.725.257 
3749;22-09-2025;TEC004;Personal;Sueldos; 2.458.933 
3750;03-01-2025;MKT002;Administración;Arriendos; 321.039 
3751;04-08-2025;OPE004;Personal;Bonos; 4.858.351 
3752;02-03-2025;OPE002;Administración;Servicios; 794.951 
3753;04-10-2025;TEC004;Personal;Sueldos; 3.733.091 
3754;16-02-2025;INM001;Personal;Sueldos; 2.586.713 
3755;24-08-2025;TEC001;Administración;Servicios; 1.564.458 
3756;21-04-2025;MKT005;Personal;Sueldos; 692.896 
3757;02-12-2025;TEC004;Administración;Arriendos; 4.241.031 
3758;21-04-2025;INM004;Personal;Bonos; 2.505.678 
3759;03-05-2025;INM001;Administración;Servicios; 1.133.745 
3760;03-12-2025;MKT005;Personal;Bonos; 1.815.466 
3761;18-06-2025;TEC001;Administración;Arriendos; 4.497.583 
3762;01-05-2025;TEC005;Activo Fijo;Infraestructura; 3.855.235 
3763;10-10-2025;INM004;Personal;Bonos; 4.744.683 
3764;05-12-2025;TEC004;Personal;Bonos; 2.785.502 
3765;06-06-2025;MKT002;Personal;Bonos; 3.646.683 
3766;16-03-2025;INM001;Personal;Bonos; 58.751 
3767;23-06-2025;MKT005;Administración;Arriendos; 1.595.558 
3768;26-09-2025;INM001;Activo Fijo;Infraestructura; 537.697 
3769;02-09-2025;OPE002;Personal;Bonos; 4.260.540 
3770;15-01-2025;INM001;Activo Fijo;Equipos; 1.330.779 
3771;19-05-2025;MKT003;Activo Fijo;Infraestructura; 4.914.364 
3772;18-08-2025;INM001;Administración;Arriendos; 1.703.866 
3773;10-08-2025;TEC004;Administración;Arriendos; 3.224.412 
3774;16-01-2025;TEC002;Personal;Sueldos; 4.034.650 
3775;18-04-2025;INM001;Administración;Arriendos; 4.955.303 
3776;07-09-2025;MKT001;Personal;Bonos; 3.806.721 
3777;20-07-2025;OPE005;Administración;Arriendos; 327.058 
3778;21-11-2025;INM004;Activo Fijo;Infraestructura; 4.684.765 
3779;24-12-2025;TEC004;Administración;Arriendos; 292.204 
3780;07-10-2025;TEC005;Activo Fijo;Infraestructura; 1.256.578 
3781;16-12-2025;TEC002;Administración;Arriendos; 3.993.849 
3782;20-01-2025;MKT001;Personal;Sueldos; 3.456.805 
3783;04-07-2025;INM001;Activo Fijo;Equipos; 2.258.228 
3784;22-09-2025;INM003;Administración;Arriendos; 3.162.716 
3785;07-01-2025;OPE003;Personal;Bonos; 2.996.474 
3786;18-07-2025;TEC001;Activo Fijo;Equipos; 636.928 
3787;13-05-2025;INM004;Personal;Bonos; 3.652.516 
3788;22-11-2025;INM002;Personal;Bonos; 1.691.369 
3789;03-09-2025;MKT001;Personal;Sueldos; 1.195.579 
3790;03-12-2025;MKT004;Administración;Arriendos; 4.288.221 
3791;09-08-2025;TEC002;Activo Fijo;Equipos; 4.283.349 
3792;24-02-2025;OPE001;Activo Fijo;Infraestructura; 2.494.062 
3793;22-02-2025;OPE003;Personal;Sueldos; 671.966 
3794;19-09-2025;TEC005;Activo Fijo;Infraestructura; 1.791.953 
3795;18-02-2025;OPE004;Administración;Servicios; 4.821.053 
3796;25-08-2025;OPE003;Personal;Sueldos; 2.785.968 
3797;21-05-2025;INM005;Activo Fijo;Equipos; 2.006.562 
3798;18-08-2025;OPE001;Administración;Servicios; 1.312.215 
3799;20-08-2025;INM002;Activo Fijo;Equipos; 2.875.547 
3800;16-02-2025;MKT002;Administración;Servicios; 1.678.118 
3801;11-05-2025;MKT001;Administración;Servicios; 682.841 
3802;26-02-2025;MKT002;Administración;Arriendos; 4.580.201 
3803;17-11-2025;INM001;Personal;Sueldos; 2.251.343 
3804;04-01-2025;TEC002;Personal;Bonos; 181.526 
3805;10-05-2025;MKT001;Personal;Sueldos; 1.395.837 
3806;21-11-2025;OPE003;Administración;Arriendos; 144.213 
3807;12-03-2025;INM002;Personal;Sueldos; 4.923.789 
3808;20-05-2025;INM003;Administración;Servicios; 359.955 
3809;10-08-2025;TEC004;Administración;Servicios; 2.189.865 
3810;17-04-2025;OPE001;Personal;Bonos; 4.109.710 
3811;06-03-2025;INM001;Administración;Servicios; 709.939 
3812;01-06-2025;TEC004;Activo Fijo;Equipos; 1.315.730 
3813;22-07-2025;MKT002;Personal;Sueldos; 1.636.762 
3814;17-11-2025;MKT002;Personal;Bonos; 2.127.417 
3815;28-01-2025;INM005;Personal;Sueldos; 2.798.994 
3816;09-11-2025;MKT001;Activo Fijo;Equipos; 3.910.782 
3817;08-05-2025;TEC004;Administración;Servicios; 1.896.252 
3818;11-02-2025;OPE005;Personal;Bonos; 4.441.997 
3819;15-05-2025;TEC004;Personal;Bonos; 1.940.229 
3820;11-02-2025;TEC001;Administración;Servicios; 2.348.107 
3821;18-05-2025;INM004;Activo Fijo;Equipos; 4.284.402 
3822;02-02-2025;MKT001;Administración;Servicios; 3.449.439 
3823;11-02-2025;INM003;Administración;Arriendos; 3.783.877 
3824;03-08-2025;OPE004;Activo Fijo;Equipos; 420.431 
3825;23-08-2025;MKT002;Administración;Servicios; 4.472.274 
3826;20-01-2025;TEC005;Administración;Servicios; 549.949 
3827;18-07-2025;INM005;Personal;Bonos; 4.136.883 
3828;02-02-2025;TEC004;Activo Fijo;Infraestructura; 1.577.094 
3829;18-11-2025;OPE002;Administración;Servicios; 4.827.837 
3830;02-12-2025;MKT004;Personal;Bonos; 905.546 
3831;02-01-2025;INM003;Activo Fijo;Infraestructura; 4.951.754 
3832;13-02-2025;INM001;Personal;Sueldos; 3.024.227 
3833;12-12-2025;MKT002;Activo Fijo;Infraestructura; 1.175.083 
3834;10-05-2025;MKT005;Personal;Bonos; 4.743.963 
3835;12-05-2025;OPE003;Personal;Bonos; 2.573.737 
3836;05-12-2025;TEC001;Administración;Servicios; 3.184.447 
3837;25-01-2025;INM004;Administración;Arriendos; 1.885.242 
3838;09-12-2025;MKT001;Personal;Bonos; 2.067.545 
3839;14-07-2025;INM004;Activo Fijo;Equipos; 4.449.923 
3840;02-10-2025;TEC003;Administración;Arriendos; 3.961.629 
3841;20-06-2025;TEC005;Activo Fijo;Infraestructura; 1.696.397 
3842;20-02-2025;MKT004;Administración;Arriendos; 4.122.447 
3843;07-05-2025;TEC005;Administración;Arriendos; 710.899 
3844;20-11-2025;MKT004;Administración;Servicios; 4.013.208 
3845;19-09-2025;TEC005;Personal;Bonos; 1.436.872 
3846;14-08-2025;OPE002;Activo Fijo;Infraestructura; 4.905.627 
3847;05-04-2025;MKT001;Activo Fijo;Equipos; 4.305.543 
3848;11-06-2025;MKT004;Administración;Servicios; 1.749.938 
3849;02-04-2025;TEC001;Activo Fijo;Infraestructura; 816.704 
3850;03-11-2025;MKT002;Administración;Arriendos; 1.563.593 
3851;05-07-2025;OPE005;Activo Fijo;Equipos; 594.850 
3852;20-04-2025;INM004;Personal;Bonos; 1.358.506 
3853;17-05-2025;MKT001;Administración;Arriendos; 4.297.204 
3854;03-09-2025;INM002;Activo Fijo;Infraestructura; 829.657 
3855;25-08-2025;TEC004;Activo Fijo;Equipos; 3.932.732 
3856;10-05-2025;MKT004;Administración;Arriendos; 890.684 
3857;06-12-2025;TEC001;Personal;Bonos; 4.317.190 
3858;01-02-2025;MKT005;Personal;Sueldos; 572.417 
3859;08-03-2025;INM002;Administración;Arriendos; 722.307 
3860;22-03-2025;INM003;Personal;Sueldos; 3.187.036 
3861;15-08-2025;INM003;Personal;Bonos; 1.906.297 
3862;19-02-2025;OPE004;Administración;Arriendos; 4.713.560 
3863;27-01-2025;MKT001;Personal;Sueldos; 1.004.431 
3864;20-04-2025;OPE002;Administración;Arriendos; 742.256 
3865;25-11-2025;TEC001;Personal;Sueldos; 2.645.470 
3866;18-06-2025;MKT004;Personal;Bonos; 910.345 
3867;02-07-2025;OPE001;Personal;Sueldos; 4.228.442 
3868;02-08-2025;INM002;Administración;Arriendos; 2.602.563 
3869;28-07-2025;INM003;Activo Fijo;Equipos; 4.193.826 
3870;01-07-2025;OPE003;Administración;Servicios; 2.407.435 
3871;15-06-2025;TEC003;Administración;Servicios; 4.128.199 
3872;03-03-2025;TEC005;Administración;Servicios; 529.323 
3873;08-03-2025;OPE001;Activo Fijo;Infraestructura; 2.710.056 
3874;20-02-2025;TEC005;Personal;Sueldos; 3.328.593 
3875;15-02-2025;MKT001;Activo Fijo;Infraestructura; 3.819.689 
3876;22-10-2025;TEC001;Personal;Bonos; 4.353.349 
3877;05-12-2025;INM002;Activo Fijo;Equipos; 2.403.753 
3878;22-03-2025;OPE003;Activo Fijo;Infraestructura; 2.874.904 
3879;23-01-2025;INM001;Administración;Arriendos; 4.876.677 
3880;06-11-2025;MKT005;Personal;Sueldos; 4.340.652 
3881;15-03-2025;OPE001;Activo Fijo;Infraestructura; 338.344 
3882;21-01-2025;TEC004;Personal;Sueldos; 3.792.613 
3883;01-06-2025;OPE001;Personal;Sueldos; 96.071 
3884;05-10-2025;MKT001;Activo Fijo;Equipos; 2.372.218 
3885;22-07-2025;OPE003;Personal;Sueldos; 4.461.260 
3886;27-12-2025;OPE003;Personal;Sueldos; 3.452.257 
3887;09-02-2025;MKT002;Administración;Arriendos; 760.594 
3888;27-05-2025;MKT002;Administración;Arriendos; 4.594.146 
3889;27-05-2025;TEC004;Administración;Arriendos; 790.897 
3890;09-06-2025;TEC003;Personal;Sueldos; 3.615.228 
3891;21-08-2025;INM005;Personal;Bonos; 345.629 
3892;10-02-2025;TEC001;Activo Fijo;Equipos; 1.125.191 
3893;01-07-2025;OPE004;Administración;Servicios; 2.474.143 
3894;23-10-2025;TEC001;Administración;Servicios; 4.677.323 
3895;14-01-2025;MKT003;Activo Fijo;Equipos; 773.123 
3896;06-12-2025;OPE004;Administración;Servicios; 4.356.457 
3897;26-09-2025;OPE001;Personal;Bonos; 635.532 
3898;22-09-2025;OPE003;Personal;Sueldos; 1.080.554 
3899;13-02-2025;INM002;Personal;Bonos; 4.346.789 
3900;09-01-2025;TEC005;Administración;Servicios; 3.813.222 
3901;16-10-2025;TEC002;Administración;Arriendos; 1.506.341 
3902;03-11-2025;INM005;Activo Fijo;Infraestructura; 814.560 
3903;27-05-2025;INM005;Administración;Arriendos; 4.153.370 
3904;08-12-2025;MKT001;Activo Fijo;Equipos; 1.419.166 
3905;16-03-2025;INM002;Administración;Servicios; 3.733.588 
3906;23-10-2025;OPE005;Personal;Sueldos; 4.360.786 
3907;27-07-2025;INM002;Administración;Arriendos; 4.543.120 
3908;15-10-2025;MKT003;Activo Fijo;Infraestructura; 4.114.427 
3909;20-12-2025;TEC001;Personal;Bonos; 1.106.093 
3910;15-04-2025;TEC004;Personal;Sueldos; 1.265.878 
3911;23-08-2025;MKT001;Activo Fijo;Infraestructura; 1.018.982 
3912;14-09-2025;OPE005;Administración;Servicios; 2.950.425 
3913;02-08-2025;MKT002;Personal;Sueldos; 3.457.075 
3914;25-12-2025;INM001;Administración;Servicios; 1.940.704 
3915;03-07-2025;TEC005;Administración;Arriendos; 1.560.822 
3916;15-07-2025;MKT004;Activo Fijo;Infraestructura; 1.417.156 
3917;07-10-2025;TEC002;Personal;Bonos; 3.104.529 
3918;26-11-2025;MKT004;Administración;Arriendos; 829.394 
3919;06-05-2025;INM004;Personal;Sueldos; 4.531.107 
3920;19-10-2025;OPE005;Activo Fijo;Equipos; 3.343.496 
3921;13-05-2025;MKT003;Personal;Sueldos; 132.809 
3922;01-09-2025;INM001;Administración;Servicios; 796.935 
3923;25-01-2025;MKT005;Activo Fijo;Infraestructura; 3.361.033 
3924;06-01-2025;OPE001;Activo Fijo;Infraestructura; 4.670.163 
3925;03-07-2025;OPE002;Activo Fijo;Infraestructura; 419.779 
3926;01-03-2025;TEC004;Activo Fijo;Equipos; 3.129.211 
3927;25-02-2025;INM001;Administración;Servicios; 3.152.568 
3928;27-03-2025;MKT005;Personal;Bonos; 4.246.735 
3929;11-09-2025;MKT001;Activo Fijo;Equipos; 4.048.285 
3930;04-07-2025;INM001;Activo Fijo;Infraestructura; 3.019.521 
3931;26-08-2025;INM004;Personal;Sueldos; 4.639.519 
3932;02-05-2025;TEC005;Personal;Bonos; 2.114.809 
3933;18-05-2025;MKT003;Activo Fijo;Equipos; 52.457 
3934;02-09-2025;MKT004;Personal;Sueldos; 3.309.674 
3935;26-07-2025;MKT005;Activo Fijo;Infraestructura; 819.450 
3936;20-07-2025;INM002;Activo Fijo;Infraestructura; 4.546.424 
3937;15-12-2025;INM001;Activo Fijo;Infraestructura; 1.274.157 
3938;24-06-2025;OPE005;Personal;Bonos; 4.681.093 
3939;20-06-2025;OPE004;Administración;Arriendos; 2.066.446 
3940;11-11-2025;OPE003;Personal;Sueldos; 3.942.783 
3941;25-01-2025;INM004;Administración;Arriendos; 4.435.770 
3942;13-12-2025;INM002;Activo Fijo;Equipos; 3.638.973 
3943;15-09-2025;MKT005;Personal;Sueldos; 3.661.450 
3944;04-12-2025;OPE001;Personal;Sueldos; 3.593.544 
3945;22-07-2025;TEC001;Administración;Arriendos; 1.216.201 
3946;10-12-2025;MKT005;Administración;Arriendos; 4.440.695 
3947;10-04-2025;MKT004;Activo Fijo;Equipos; 2.095.096 
3948;26-02-2025;OPE004;Personal;Sueldos; 4.575.147 
3949;07-10-2025;MKT003;Activo Fijo;Infraestructura; 2.364.503 
3950;15-01-2025;TEC001;Activo Fijo;Equipos; 382.495 
3951;04-12-2025;INM001;Personal;Bonos; 1.401.853 
3952;21-07-2025;OPE004;Personal;Sueldos; 1.560.881 
3953;26-04-2025;TEC005;Activo Fijo;Infraestructura; 2.538.262 
3954;27-12-2025;MKT005;Activo Fijo;Equipos; 1.345.739 
3955;26-06-2025;OPE001;Activo Fijo;Equipos; 944.111 
3956;14-12-2025;OPE002;Personal;Sueldos; 418.304 
3957;24-07-2025;INM001;Activo Fijo;Infraestructura; 1.689.380 
3958;01-01-2025;MKT002;Activo Fijo;Infraestructura; 4.833.401 
3959;17-05-2025;INM001;Activo Fijo;Infraestructura; 786.321 
3960;04-09-2025;TEC005;Administración;Servicios; 3.920.780 
3961;15-10-2025;OPE002;Personal;Bonos; 1.650.991 
3962;06-07-2025;TEC005;Administración;Arriendos; 3.828.923 
3963;19-03-2025;OPE005;Personal;Sueldos; 357.071 
3964;23-09-2025;TEC003;Personal;Sueldos; 4.388.175 
3965;22-08-2025;OPE005;Personal;Sueldos; 3.981.817 
3966;23-02-2025;MKT004;Personal;Bonos; 288.620 
3967;26-04-2025;OPE003;Administración;Servicios; 3.229.460 
3968;01-03-2025;OPE005;Administración;Servicios; 305.685 
3969;03-06-2025;MKT002;Activo Fijo;Infraestructura; 2.767.481 
3970;14-03-2025;INM001;Administración;Servicios; 311.586 
3971;07-08-2025;OPE002;Administración;Servicios; 3.680.356 
3972;10-07-2025;OPE002;Personal;Sueldos; 115.998 
3973;02-05-2025;OPE004;Personal;Sueldos; 788.511 
3974;25-05-2025;INM003;Personal;Sueldos; 3.370.353 
3975;20-08-2025;MKT002;Activo Fijo;Equipos; 706.038 
3976;28-06-2025;TEC003;Administración;Servicios; 2.883.256 
3977;18-05-2025;MKT002;Administración;Servicios; 64.733 
3978;10-04-2025;OPE001;Personal;Bonos; 4.548.607 
3979;01-03-2025;OPE001;Activo Fijo;Infraestructura; 2.895.658 
3980;03-12-2025;TEC002;Activo Fijo;Equipos; 2.540.044 
3981;10-05-2025;TEC005;Administración;Servicios; 3.762.322 
3982;02-05-2025;OPE004;Personal;Sueldos; 4.027.862 
3983;24-08-2025;MKT001;Activo Fijo;Infraestructura; 4.938.567 
3984;09-06-2025;INM003;Administración;Arriendos; 3.780.910 
3985;02-12-2025;MKT003;Administración;Arriendos; 4.880.130 
3986;14-01-2025;MKT001;Personal;Bonos; 4.209.030 
3987;09-05-2025;MKT001;Personal;Bonos; 1.339.174 
3988;05-06-2025;OPE001;Personal;Bonos; 1.067.558 
3989;17-05-2025;MKT001;Personal;Bonos; 837.239 
3990;03-07-2025;MKT001;Administración;Arriendos; 2.778.735 
3991;07-03-2025;TEC005;Activo Fijo;Equipos; 4.344.723 
3992;17-07-2025;MKT001;Activo Fijo;Equipos; 4.307.700 
3993;06-04-2025;MKT003;Administración;Arriendos; 3.362.840 
3994;26-05-2025;OPE002;Personal;Bonos; 3.933.005 
3995;14-03-2025;MKT005;Activo Fijo;Equipos; 4.792.908 
3996;02-11-2025;OPE005;Activo Fijo;Infraestructura; 3.677.248 
3997;24-04-2025;TEC005;Activo Fijo;Infraestructura; 3.255.591 
3998;28-07-2025;INM002;Activo Fijo;Infraestructura; 3.269.234 
3999;05-01-2025;TEC003;Personal;Sueldos; 617.153 
4000;13-03-2025;MKT005;Personal;Bonos; 408.611 
4001;24-09-2025;OPE005;Personal;Sueldos; 4.644.328 
4002;20-02-2025;INM005;Administración;Servicios; 2.567.757 
4003;17-12-2025;TEC005;Administración;Arriendos; 4.967.384 
4004;01-06-2025;INM001;Administración;Servicios; 3.379.300 
4005;24-04-2025;MKT004;Administración;Servicios; 961.451 
4006;07-10-2025;TEC001;Activo Fijo;Infraestructura; 247.853 
4007;27-11-2025;OPE005;Activo Fijo;Infraestructura; 4.939.525 
4008;11-01-2025;OPE001;Personal;Sueldos; 80.641 
4009;28-02-2025;MKT005;Personal;Sueldos; 1.102.199 
4010;16-10-2025;OPE001;Administración;Servicios; 2.766.099 
4011;08-12-2025;MKT001;Personal;Bonos; 1.687.317 
4012;25-04-2025;OPE004;Administración;Arriendos; 3.539.027 
4013;10-04-2025;INM004;Personal;Sueldos; 2.860.839 
4014;05-08-2025;INM004;Activo Fijo;Infraestructura; 345.235 
4015;19-08-2025;INM003;Personal;Sueldos; 4.478.077 
4016;23-08-2025;INM002;Administración;Arriendos; 4.898.365 
4017;21-12-2025;INM002;Administración;Arriendos; 1.495.034 
4018;02-02-2025;TEC004;Activo Fijo;Infraestructura; 292.171 
4019;11-08-2025;OPE002;Administración;Arriendos; 1.545.360 
4020;20-08-2025;MKT002;Activo Fijo;Equipos; 1.190.530 
4021;22-11-2025;TEC004;Administración;Arriendos; 3.367.289 
4022;12-05-2025;INM004;Activo Fijo;Equipos; 1.219.403 
4023;15-11-2025;MKT003;Administración;Arriendos; 2.802.377 
4024;25-03-2025;MKT005;Activo Fijo;Equipos; 3.498.753 
4025;15-06-2025;MKT003;Personal;Bonos; 1.138.590 
4026;13-11-2025;MKT001;Personal;Sueldos; 3.127.416 
4027;15-03-2025;TEC005;Administración;Servicios; 2.726.381 
4028;01-12-2025;INM003;Activo Fijo;Infraestructura; 887.794 
4029;06-04-2025;OPE003;Personal;Bonos; 430.956 
4030;04-07-2025;INM002;Administración;Servicios; 2.612.579 
4031;01-08-2025;TEC003;Personal;Sueldos; 2.232.223 
4032;01-07-2025;INM005;Personal;Sueldos; 2.735.776 
4033;03-01-2025;TEC003;Activo Fijo;Infraestructura; 3.870.729 
4034;08-05-2025;MKT002;Personal;Sueldos; 2.383.526 
4035;08-05-2025;MKT005;Activo Fijo;Infraestructura; 4.742.982 
